"group_id","artifact_id","desc","tags"
"com.unboundid","unboundid-ldapsdk","The UnboundID LDAP SDK for Java is a fast, comprehensive, and easy-to-useJava API for communicating with LDAP directory servers and performingrelated tasks like reading and writing LDIF, encoding and decoding datausing base64 and ASN.1 BER, and performing secure communication. Thispackage contains the Standard Edition of the LDAP SDK, which is acomplete, general-purpose library for communicating with LDAPv3 directoryservers.",""
"org.junit.jupiter","junit-jupiter-engine","Module "junit-jupiter-engine" of JUnit 5.","testing=junit=engine"
"org.apereo.cas","cas-server-core-web","cas-server-core-web","server=web"
"aopalliance","aopalliance","AOP Alliance","aop=aspect"
"org.jetbrains.kotlin","kotlin-stdlib","Kotlin Standard Library for JVM","kotlin=jvm=language"
"org.apache.poi","poi-ooxml","Apache POI - Java API To Access Microsoft Format Files","apache"
"javax.servlet.jsp","javax.servlet.jsp-api","JavaServer Pages(TM) API","standard=servlet=javax=jsp=api=specs"
"org.elasticsearch","elasticsearch","Elasticsearch subproject :server","server=elasticsearch=elastic=client=search"
"org.jetbrains.kotlin","kotlin-reflect","Kotlin Full Reflection Library","kotlin=reflection"
"biz.aQute.bnd","biz.aQute.bndlib","bndlib: A Swiss Army Knife for OSGi",""
"ant","ant","Ant","ant=build=tools"
"com.jcraft","jsch","JSch is a pure Java implementation of SSH2","ssh=network"
"com.ning","async-http-client","Async Http Client library purpose is to allow Java applications to easily execute HTTP requests andasynchronously process the HTTP responses.","asynchronous=client=http"
"com.typesafe.akka","akka-actor_2.10","Akka is a toolkit for building highly concurrent, distributed, and resilient message-driven applications for Java and Scala.","actor=akka=distributed=concurrency=typesafe"
"org.codehaus.groovy","groovy-jsr223","Groovy: A powerful, dynamic language for the JVM","groovy=codehaus"
"org.glassfish.web","javax.el","Expression Language 2.2 Implementation","web=expression=language"
"com.lihaoyi","acyclic_2.11","acyclic","analysis"
"org.xerial.snappy","snappy-java","snappy-java: A fast compression/decompression library","compression"
"org.eclipse.jetty","jetty-servlets","Utility Servlets from Jetty","server=eclipse=servlet=webserver=jetty"
"com.beust","jcommander","Command line parser library for Java","cli=parser"
"com.typesafe.akka","akka-stream_2.12","Akka is a toolkit for building highly concurrent, distributed, and resilient message-driven applications for Java and Scala.","actor=streaming=akka=processing=distributed=concurrency=typesafe=stream"
"concurrent","concurrent","Concurrent","concurrent=concurrency"
"com.squareup.okhttp3","okhttp","Square’s meticulous HTTP client for Java and Kotlin.","http=client"
"com.sun.jersey","jersey-json","Jersey JSON","json=webservice"
"org.apache.hadoop","hadoop-hdfs","Apache Hadoop HDFS","file-system=distributed=hadoop=apache=storage"
"org.apache.maven","maven-settings","Maven Settings model.","maven=build=build-system=apache"
"com.typesafe.scala-logging","scala-logging_2.12","scala-logging","logging=typesafe=scala"
"org.springframework.security","spring-security-config","spring-security-config","security=spring=config"
"org.apache.commons","commons-exec","Apache Commons Exec is a library to reliably execute external processes from within the JVM.","execution=process=command=external=apache=commons"
"org.codehaus.janino","janino","The JANINO implementation of the commons-compiler API: Super-small, super-fast, independent from the JDK's tools.jar.","codehaus=jvm=language"
"com.typesafe.akka","akka-slf4j_2.12","Akka is a toolkit for building highly concurrent, distributed, and resilient message-driven applications for Java and Scala.","actor=logging=akka=distributed=concurrency=typesafe=slf4j"
"de.dentrassi.eclipse.neoscada.base","org.eclipse.scada.sec","Eclipse SCADA Security (Incubation)","eclipse"
"org.easymock","easymockclassextension","The EasyMock Class Extension allows to generate Mock Objects for classes","mocking=testing"
"javax.ws.rs","jsr311-api","JSR311 API","api=javax=specs=standard"
"org.codehaus.plexus","plexus-container-default","The Plexus IoC container API and its default implementation.","container=codehaus=dependency-injection"
"junit","junit-dep","JUnit is a regression testing framework written by Erich Gamma and Kent Beck.It is used by the developer who implements unit tests in Java.","testing=junit"
"javassist","javassist","Javassist (JAVA programming ASSISTant) makes Java bytecode manipulationsimple. It is a class library for editing bytecodes in Java.","bytecode"
"org.springframework","spring","Spring Framework","spring"
"com.jayway.jsonpath","json-path","Java port of Stefan Goessner JsonPath.","json"
"org.ldaptive","ldaptive-unboundid","Ldaptive unboundid provider",""
"com.github.tomakehurst","wiremock","A web service test double for all occasions","github=mocking=testing"
"io.netty","netty-codec","Netty/Codec","network=socket=netty=codec=io"
"com.liferay.portal","com.liferay.util.taglib","Contains tag libraries. Classes are loaded separately for each plugin.","portal=taglib=jsp"
"org.scala-js","scalajs-dom_sjs0.6_2.11","Scala.js DOM","scala=scalajs=dom"
"com.google.inject.extensions","guice-servlet","Google Guice Extensions Servlet","google=servlet=extension=dependency-injection"
"org.specs2","specs2_2.10","specs2","specs=testing"
"org.apache.cxf","cxf-rt-transports-http","Apache CXF Runtime HTTP Transport","apache=http=transport"
"javax","javaee-api","JavaEE API","standard=javaee=javax=api=specs"
"org.glassfish.jersey.media","jersey-media-json-jackson","Jersey JSON Jackson (2.x) entity providers support module.","json=webservice"
"com.liferay","com.liferay.portal.upgrade","Liferay Portal Upgrade","portal"
"org.apache.cxf","cxf-rt-frontend-jaxws","Apache CXF Runtime JAX-WS Frontend","webservice=apache=frontend"
"net.sf.ehcache","ehcache","Ehcache is an open source, standards-based cache used to boost performance,offload the database and simplify scalability. Ehcache is robust, proven and full-featured andthis has made it the most widely-used Java-based cache.","cache"
"com.github.ben-manes.caffeine","caffeine","A high performance caching library","github=cache"
"com.datastax.cassandra","cassandra-driver-core","A driver for Apache Cassandra(R) 2.1+ that works exclusively with the Cassandra Query Languageversion 3 (CQL3) and Cassandra's native protocol versions 3 and above.","cassandra=database=driver=client"
"net.sf.ehcache","ehcache-core","This is the ehcache core module. Pair it with other modules for added functionality.","cache"
"org.eclipse.jetty","jetty-security","Jetty security infrastructure","server=security=eclipse=webserver=jetty"
"org.apereo.cas","cas-server-core-tickets","cas-server-core-tickets","server"
"stax","stax-api","StAX API is the standard java XML processing API defined by JSR-173","xml=streaming=api"
"org.eclipse.jetty","jetty-http","Jetty :: Http Utility","server=eclipse=webserver=jetty=http"
"org.jmock","jmock-junit4","JMock JUnit4","testing=junit=mock=mocking"
"com.lihaoyi","utest_sjs0.6_2.11","utest","testing"
"be.doeraene","scalajs-jquery_sjs0.6_2.11","Scala.js jQuery","scala=scalajs=jquery"
"org.apache.camel","camel-core","The Core Camel Framework","apache=camel=integration"
"io.netty","netty-transport-native-epoll","Netty/Transport/Native/Epoll","network=socket=native=transport=netty=io"
"org.apereo.cas","cas-server-core-api-test-category","cas-server-core-api-test-category","testing=server=api"
"org.jdom","jdom","A complete, Java-based solution for accessing, manipulating,and outputting XML data","xml"
"org.codehaus.jettison","jettison","A StAX implementation for JSON.","codehaus=json"
"org.ow2.asm","asm-commons","Usefull class adapters based on ASM, a very small and fast Java bytecode manipulation framework","bytecode"
"org.typelevel","cats-core_2.12","Cats core",""
"org.scala-js","scalajs-env-selenium_2.11","scalajs-env-selenium","testing=selenium=scala=scalajs"
"xpp3","xpp3","MXP1 is a stable XmlPull parsing engine that is based on ideas from XPP and in particular XPP2 but completely revised and rewritten to take the best advantage of latest JIT JVMs such as Hotspot in JDK 1.4+.",""
"org.apache.maven.reporting","maven-reporting-api","API to manage report generation.","build=build-system=reporting=maven=apache=api"
"org.slf4j","slf4j-nop","SLF4J NOP Binding","logging=slf4j"
"org.eclipse.jgit","org.eclipse.jgit","Repository access and algorithms","eclipse=git=scm=version-control"
"org.eclipse","ui","Eclipse UI","eclipse=ui"
"org.apache.maven.wagon","wagon-provider-api","Maven Wagon API that defines the contract between different Wagon implementations","provider=build=build-system=maven=apache=api"
"nl.jqno.equalsverifier","equalsverifier","EqualsVerifier can be used in JUnit 4 unit tests to verify whether the contract for the equals and hashCode methods is met.",""
"org.eclipse.jetty","jetty-io","Jetty :: IO Utility","server=eclipse=webserver=io=jetty"
"org.apereo.cas","cas-server-core-util-api","cas-server-core-util-api","server=api"
"org.codehaus.plexus","plexus-archiver","Plexus Archiver Component","codehaus"
"org.scala-lang.modules","scala-xml_2.11","scala-xml","module=xml=scala"
"javax.annotation","jsr250-api","JSR-250 Reference Implementation by Glassfish","standard=javax=annotations=api=specs"
"org.apache.spark","spark-core_2.11","Spark Project Core","spark=apache=distributed=computing"
"org.onosproject","onos-incubator-api","ONOS Incubator API","api"
"javax.servlet","jsp-api","JSP API","standard=servlet=javax=jsp=api=specs"
"c3p0","c3p0","c3p0 is an easy-to-use library for augmenting traditional (DriverManager-based) JDBC drivers with JNDI-bindable DataSources,including DataSources that implement Connection and Statement Pooling, as described by the jdbc3 spec and jdbc2 std extension.","pooling"
"net.jcip","jcip-annotations",""Java Concurrency In Practice" Book Annotations","annotations=concurrency"
"com.chuusai","shapeless_2.11","core",""
"org.antlr","ST4","StringTemplate is a java template engine for generating source code,web pages, emails, or any other formatted text output.StringTemplate is particularly good at multi-targeted code generators,multiple site skins, and internationalization/localization.It evolved over years of effort developing jGuru.com.StringTemplate also powers the ANTLR 3 and 4 code generator. Its distinguishing characteristicis that unlike other engines, it strictly enforces model-view separation.Strict ...","parser=compiler"
"com.typesafe.akka","akka-http_2.12","Akka Http: Modern, fast, asynchronous, streaming-first HTTP server and client.","actor=akka=distributed=concurrency=typesafe=http"
"org.eclipse.jdt","core","Java Development Tools Core","eclipse"
"org.ops4j.pax.exam","pax-exam-junit4","OPS4J Pax Exam Driver JUnit4","testing=junit"
